-1,19,-1,-1,-1,-1,-1,138,11,52,-1,-1,96,-1,46,423,-1,-1,-1,-1,-1,-1,4,-1,1
138,31,43,-1,22,-1,296,432,11,38,-1,8,39,-1,46,186,-1,-1,20,405,64,678,3,6,1
220,19,-1,12,-1,139,10,138,11,63,-1,39,96,69,31,423,-1,-1,1,299,64,64,4,4,1
138,150,40,52,22,122,293,261,11,48,-1,-1,39,75,67,-1,-1,-1,20,75,64,451,3,6,1
138,150,43,9,22,155,348,261,11,11,5,39,39,69,67,390,-1,-1,20,122,64,287,3,25,1
-1,145,-1,-1,-1,227,-1,158,11,35,-1,-1,8,-1,46,377,-1,-1,7,297,64,463,4,25,1
80,103,43,58,22,215,37,168,11,38,-1,8,39,7,46,264,-1,-1,20,487,64,475,-1,26,1
34,31,-1,9,-1,220,340,33,11,38,-1,8,39,75,46,353,-1,-1,19,143,13,710,-1,6,1
218,19,43,47,22,27,371,138,11,11,-1,39,96,86,67,334,-1,-1,1,283,64,372,4,26,1
54,141,-1,-1,-1,-1,188,416,11,11,-1,-1,13,-1,31,423,-1,-1,1,312,60,649,4,26,1
138,117,43,31,22,155,330,375,11,35,-1,-1,163,86,67,226,-1,-1,20,175,64,418,3,6,1
78,26,-1,71,-1,116,36,392,11,48,-1,39,38,69,46,304,-1,-1,20,492,64,599,4,4,1
73,95,46,14,43,116,119,392,11,15,-1,39,53,23,73,172,-1,-1,7,398,51,710,4,4,1
138,150,43,9,22,127,323,168,11,38,5,39,107,62,67,173,-1,-1,20,474,64,343,-1,26,1
131,19,43,12,-1,-1,10,405,11,15,-1,39,8,69,65,283,-1,-1,1,-1,25,-1,2,-1,1
181,150,43,62,22,126,225,359,11,24,-1,39,96,77,67,123,-1,-1,20,447,60,613,3,4,1
-1,19,-1,12,-1,47,-1,132,11,38,-1,-1,171,86,57,283,-1,-1,-1,-1,60,438,2,26,1
220,19,-1,90,-1,261,10,325,11,63,-1,8,96,-1,46,423,-1,-1,-1,91,40,569,-1,26,1
3,150,30,31,52,259,17,301,8,48,-1,39,194,-1,46,356,-1,-1,20,410,9,156,-1,6,1
138,19,-1,12,-1,91,200,405,11,63,-1,39,96,69,65,283,-1,-1,1,492,64,278,2,25,1
138,150,-1,31,-1,159,223,155,11,38,5,39,38,86,46,377,-1,-1,20,405,40,526,3,26,1
34,150,43,31,43,116,191,56,11,38,-1,39,38,86,46,34,-1,-1,20,492,64,555,4,25,1
131,19,43,12,43,215,371,56,11,38,-1,39,96,86,46,334,-1,-1,1,22,64,466,4,26,1
138,56,43,23,-1,97,33,23,11,46,-1,39,104,89,65,71,-1,-1,1,150,34,137,-1,26,1
19,19,43,-1,22,212,369,138,11,38,-1,39,-1,-1,46,391,-1,-1,20,405,11,694,4,4,1
-1,-1,-1,-1,-1,116,318,56,11,38,-1,-1,96,-1,46,353,-1,-1,-1,492,-1,478,4,26,1
131,19,-1,90,-1,287,396,374,8,15,-1,36,96,89,46,41,-1,-1,1,422,34,760,-1,25,1
-1,19,42,-1,22,27,296,138,11,35,-1,-1,96,-1,67,278,-1,-1,-1,283,23,312,4,28,1
138,-1,-1,12,-1,139,-1,138,11,15,-1,8,96,69,46,423,-1,-1,1,251,64,-1,4,26,1
138,150,-1,31,-1,220,159,168,11,38,5,39,107,62,67,404,-1,-1,20,405,64,343,-1,26,1
138,19,43,49,52,137,230,186,11,38,-1,8,39,62,67,243,-1,-1,20,253,64,678,5,6,1
138,19,-1,31,-1,-1,37,217,11,38,5,8,39,62,46,377,-1,-1,20,422,40,719,-1,6,1
138,16,30,31,-1,220,366,13,11,38,5,39,39,62,67,404,-1,-1,22,405,64,234,-1,26,1
138,10,-1,31,-1,127,311,344,11,38,5,8,26,62,67,243,-1,-1,20,474,64,234,5,4,1
158,19,-1,12,-1,261,439,325,11,63,-1,-1,8,69,46,353,-1,-1,1,91,40,344,-1,46,1
138,19,43,31,22,-1,223,15,11,38,5,8,39,62,67,173,-1,-1,20,253,64,690,-1,4,1
138,-1,43,31,22,-1,-1,344,11,52,5,8,39,31,67,186,-1,-1,20,474,64,555,5,33,1
214,31,-1,31,-1,137,-1,15,11,38,5,8,39,75,67,300,-1,-1,20,369,64,529,-1,6,1
259,95,20,31,22,122,348,146,11,8,10,4,184,89,67,195,-1,-1,20,47,64,608,3,6,1
138,-1,43,12,22,27,-1,138,11,38,-1,-1,96,86,46,309,-1,-1,1,264,64,78,4,26,1
42,19,-1,-1,-1,270,177,222,11,8,-1,39,125,49,59,12,-1,-1,7,202,64,709,2,4,1
138,130,-1,-1,-1,-1,360,15,11,38,18,-1,134,-1,57,5,-1,-1,-1,335,64,257,-1,26,1
85,-1,-1,9,-1,243,177,44,11,48,-1,27,8,52,46,377,-1,-1,7,185,64,115,-1,4,1
-1,89,43,-1,22,-1,-1,14,11,38,-1,8,39,-1,60,2,-1,-1,-1,-1,-1,-1,-1,9,1
51,19,-1,47,-1,160,396,177,11,38,-1,8,96,69,46,49,-1,-1,1,147,64,732,3,26,1
276,19,-1,12,-1,34,396,56,11,48,-1,39,96,49,46,353,-1,-1,1,366,64,760,4,25,1
82,19,43,12,22,140,191,388,8,11,-1,39,96,86,67,158,-1,-1,1,-1,60,372,-1,-1,1
-1,-1,9,-1,-1,-1,-1,-1,11,24,-1,8,-1,-1,67,-1,-1,-1,-1,-1,-1,-1,-1,9,1
85,19,-1,12,-1,1,191,405,11,15,-1,39,8,49,46,-1,-1,-1,1,415,64,475,2,4,1
138,150,43,-1,22,122,159,261,11,11,5,39,39,86,67,325,-1,-1,20,206,64,516,3,4,1
205,19,-1,-1,6,20,158,405,11,55,-1,27,96,86,46,423,-1,-1,1,241,18,453,2,28,1
85,31,-1,52,43,116,363,392,11,48,-1,39,184,49,46,-1,-1,-1,10,354,64,475,4,4,1
138,19,-1,12,-1,139,10,15,11,38,-1,39,96,86,46,423,-1,-1,1,178,71,381,-1,6,1
138,19,-1,12,22,116,200,56,11,38,-1,39,96,69,67,423,-1,-1,1,492,64,760,4,25,1
34,117,-1,31,-1,220,364,283,11,48,-1,39,39,-1,46,404,-1,-1,20,405,64,608,3,6,1
138,132,43,9,22,121,311,416,11,38,5,39,38,86,46,31,-1,-1,20,37,56,543,4,26,1
138,117,-1,31,-1,116,145,56,11,63,-1,8,39,69,46,304,-1,-1,20,492,64,732,4,26,1
34,150,30,71,22,122,223,261,11,48,-1,39,154,89,46,325,-1,-1,20,407,64,608,3,6,1
131,19,-1,12,-1,155,191,177,11,52,-1,39,96,86,46,351,-1,-1,1,175,64,564,3,26,1
166,19,-1,12,-1,91,200,405,11,38,-1,39,96,-1,46,283,-1,-1,1,492,64,64,2,6,1
138,117,43,31,44,225,104,310,11,38,-1,39,39,86,46,304,-1,-1,20,422,64,760,2,46,1
140,19,43,12,43,116,371,56,11,38,-1,39,96,86,46,423,-1,-1,1,492,64,187,4,4,1
121,19,-1,96,-1,215,439,56,11,38,-1,39,8,86,46,423,-1,-1,1,22,64,78,4,26,1
138,78,46,-1,22,232,235,430,11,24,5,38,15,86,67,429,-1,-1,20,280,56,671,3,26,1
138,19,43,31,22,220,159,432,11,24,5,39,39,62,67,325,-1,-1,20,405,64,343,3,26,1
138,150,43,31,22,-1,396,177,11,38,5,39,38,86,46,68,-1,-1,20,206,64,526,3,26,1
138,150,43,31,43,56,396,228,11,15,-1,39,96,69,74,317,-1,-1,20,146,64,302,3,25,1
265,19,43,-1,-1,139,107,138,11,38,-1,27,8,-1,46,423,-1,-1,21,283,25,267,4,26,1
265,95,-1,-1,28,139,107,107,11,55,-1,27,38,91,46,304,-1,-1,7,449,11,153,-1,4,1
220,19,-1,12,16,63,10,181,11,38,-1,39,96,86,46,353,-1,-1,1,146,40,564,2,26,1
138,19,-1,12,-1,270,174,405,11,35,-1,39,96,86,46,283,-1,-1,1,-1,64,730,2,26,1
-1,24,9,9,2,-1,-1,336,11,24,5,8,39,-1,67,386,-1,-1,-1,320,-1,72,5,9,1
181,37,43,30,22,183,326,301,8,48,5,39,156,77,67,327,-1,-1,20,368,40,739,-1,4,1
140,19,-1,12,-1,212,439,138,11,38,-1,27,96,86,31,423,-1,-1,1,405,64,187,4,26,1
138,31,43,31,43,294,31,30,11,27,-1,39,27,69,59,226,-1,-1,20,405,64,122,3,6,1
131,19,43,12,22,34,174,56,11,38,-1,8,96,86,46,235,-1,-1,1,449,64,316,4,26,1
-1,19,43,-1,-1,-1,-1,138,11,38,-1,-1,182,-1,46,423,-1,-1,-1,-1,-1,-1,4,-1,1
140,19,43,12,43,27,371,138,11,38,-1,39,96,86,67,334,-1,-1,1,283,64,187,4,4,1
138,19,43,12,43,27,428,138,11,38,-1,8,96,86,67,401,-1,-1,1,361,64,555,4,25,1
131,19,43,12,22,121,200,416,11,38,-1,39,96,7,31,220,-1,-1,1,5,56,22,4,-1,1
140,19,43,12,43,116,371,56,11,63,-1,39,96,69,46,334,-1,-1,1,492,64,187,4,26,1
106,19,-1,12,-1,310,439,405,11,63,-1,39,8,69,65,283,-1,-1,1,474,64,381,2,26,1
15,56,-1,23,5,276,33,181,11,15,-1,39,104,89,65,353,-1,-1,1,150,34,303,2,26,1
131,19,43,12,-1,-1,200,181,11,15,-1,39,16,69,65,353,-1,-1,1,202,50,-1,2,-1,1
38,19,43,47,22,232,439,430,11,11,-1,39,96,86,67,401,-1,-1,1,36,56,372,3,26,1
32,56,43,-1,-1,-1,263,23,11,46,-1,-1,104,68,65,29,-1,-1,-1,-1,-1,123,-1,-1,1
82,19,43,12,43,27,10,138,11,38,-1,39,96,86,67,127,-1,-1,1,283,64,372,4,4,1
34,117,45,-1,-1,211,-1,168,11,18,-1,39,184,-1,59,-1,-1,-1,20,422,53,20,-1,6,1
121,19,48,12,-1,215,281,56,11,38,-1,39,96,86,46,423,-1,-1,1,22,64,514,4,26,1
232,-1,-1,-1,22,155,-1,402,11,48,-1,39,96,-1,31,7,-1,-1,20,150,64,-1,3,33,1
85,150,-1,24,-1,16,396,131,11,48,-1,39,212,69,65,377,-1,-1,7,505,71,70,2,4,1
146,31,-1,-1,22,165,37,46,11,32,-1,-1,130,-1,12,412,-1,-1,-1,146,64,404,4,16,1
138,150,-1,31,-1,122,348,177,11,38,-1,39,39,86,46,404,-1,-1,20,206,64,526,3,26,1
181,144,-1,62,-1,215,254,55,11,32,-1,33,25,77,59,456,-1,-1,20,22,64,144,4,4,1
138,19,43,20,45,-1,66,186,11,24,5,-1,107,-1,67,73,-1,-1,20,253,64,188,5,26,1
181,150,-1,-1,-1,124,33,135,11,15,5,39,182,75,46,377,-1,-1,20,184,40,555,3,33,1
172,95,-1,-1,-1,116,-1,160,11,55,-1,-1,154,49,59,304,-1,-1,20,492,71,467,4,16,1
146,150,-1,50,-1,165,154,56,11,38,-1,39,8,-1,65,93,-1,-1,20,146,64,404,4,16,1
138,117,-1,31,-1,-1,145,180,11,63,-1,39,39,69,46,377,-1,-1,20,492,40,732,4,26,1
140,19,43,12,-1,310,371,405,11,15,-1,39,96,69,46,283,-1,-1,1,368,64,760,2,26,1
138,150,54,31,-1,248,414,29,11,63,14,39,39,69,46,377,-1,-1,20,485,40,287,6,26,1
63,150,43,-1,43,122,10,261,11,48,-1,39,184,-1,67,132,-1,-1,20,378,71,735,3,33,1
1,117,-1,31,-1,265,223,124,11,63,-1,39,212,69,84,377,-1,-1,20,202,-1,476,2,4,1
138,150,43,31,43,116,-1,392,11,48,-1,39,39,69,31,220,-1,-1,20,492,64,354,4,4,1
138,117,-1,62,-1,215,416,218,11,32,-1,39,23,86,59,304,-1,-1,20,22,64,664,4,4,1
112,150,43,31,22,56,223,228,11,48,-1,39,154,89,46,325,-1,-1,20,146,64,451,3,6,1
138,19,-1,-1,-1,-1,-1,405,11,15,-1,8,96,-1,46,377,-1,-1,-1,-1,-1,-1,2,25,1
138,150,38,31,-1,100,348,29,11,38,14,39,39,69,67,377,-1,-1,20,485,40,50,6,26,1
83,154,43,9,22,38,164,14,11,60,5,8,107,19,67,141,-1,-1,7,506,56,415,-1,26,1
